Var1,Var2,Var3
525,736.326455412879,57.9911341740904
530,608.247564365928,57.9911341740904
535,562.244298420015,57.9911341740904
540,631.969091109673,57.9911341740904
545,763.251799764647,57.9911341740904
550,757.746244626543,57.9911341740904
555,790.45077082281,57.9911341740904
560,774.262172674579,57.9911341740904
565,782.449462530934,57.9911341740904
570,854.22729110776,57.9911341740904
575,744.364543362632,57.9911341740904
580,799.103826122712,57.9911341740904
585,817.055419586011,57.9911341740904
590,730.577262172466,57.9911341740904
595,866.015743539931,57.9911341740904
600,958.793658012813,57.9911341740904
605,793.300871050788,57.9911341740904
610,895.444300410296,57.9911341740904
615,935.769170101315,57.9911341740904
620,806.055738492142,57.9911341740904
625,915.406250353693,57.9911341740904
630,962.251180293552,57.9911341740904
635,907.768635499391,57.9911341740904
640,921.95628720665,57.9911341740904
645,889.173165929192,57.9911341740904
650,928.116746838416,57.9911341740904
655,955.481564733162,57.9911341740904
660,881.337183429933,57.9911341740904
665,970.906660481968,57.9911341740904
670,890.186698949863,57.9911341740904
675,905.396770063992,57.9911341740904
680,872.911570333629,57.9911341740904
685,964.971837667918,57.9911341740904
690,984.927476766032,57.9911341740904
695,991.313588520468,57.9911341740904
700,1012.15859659453,57.9911341740904
705,1054.33439109568,57.9911341740904
710,929.460607084278,57.9911341740904
715,915.939410500256,57.9911341740904
720,1092.57802929204,57.9911341740904
725,961.82856421566,57.9911341740904
730,1036.61964871401,57.9911341740904
735,969.380074386996,57.9911341740904
740,1039.81090137666,57.9911341740904
745,1044.60765128047,57.9911341740904
750,1077.62137329241,57.9911341740904
755,1002.4902582946,57.9911341740904
760,1030.99599768359,57.9911341740904
765,1036.96917342321,57.9911341740904
770,920.319933563494,57.9911341740904
775,1071.46362358841,57.9911341740904
780,1017.33487146333,57.9911341740904
785,1171.71794269157,57.9911341740904
790,1130.09393429065,57.9911341740904
795,979.574938344089,57.9911341740904
800,1121.22391482513,57.9911341740904
805,1130.77724992989,57.9911341740904
810,1132.92414112088,57.9911341740904
815,958.615987880844,57.9911341740904
820,1066.512646761,57.9911341740904
825,1148.28037165138,57.9911341740904
830,1142.3284990831,57.9911341740904
835,1101.4184248435,57.9911341740904
840,1127.76209424862,57.9911341740904
845,1128.38879303019,57.9911341740904
850,1173.0759845751,57.9911341740904
855,1187.3238030979,57.9911341740904
860,1144.42665442162,57.9911341740904
865,1169.6339725216,57.9911341740904
870,1135.80632362397,57.9911341740904
875,1170.76115078635,57.9911341740904
880,1176.11747652755,57.9911341740904
885,1105.06757779955,57.9911341740904
890,1073.4698386674,57.9911341740904
895,1165.44101303959,57.9911341740904
900,1167.04231731099,57.9911341740904
905,1191.48066785988,57.9911341740904
910,1149.44511986718,57.9911341740904
915,1111.26662502832,57.9911341740904
920,1072.42763279566,57.9911341740904
925,1138.61240442462,57.9911341740904
930,1169.81596297097,57.9911341740904
935,1175.38078544343,57.9911341740904
940,1178.71888415045,57.9911341740904
945,1166.23277181719,57.9911341740904
950,1298.53027149192,57.9911341740904
955,1046.10269530565,57.9911341740904
960,1110.85413061475,57.9911341740904
965,1140.37799819593,57.9911341740904
970,1204.68585620368,57.9911341740904
975,1179.3347323484,57.9911341740904
980,1170.63507052992,57.9911341740904
985,1141.43032045103,57.9911341740904
990,1258.68889478025,57.9911341740904
995,1005.66060043738,57.9911341740904
1000,1153.68191821663,57.9911341740904
1005,1203.75748790347,57.9911341740904
1010,1147.05698092014,57.9911341740904
1015,1246.78379464714,57.9911341740904
1020,1136.84406748214,57.9911341740904
1025,1110.88200958125,57.9911341740904
1030,1055.70330656652,57.9911341740904
1035,1073.5636267133,57.9911341740904
1040,1086.81359765298,57.9911341740904
1045,966.919803971187,57.9911341740904
1050,972.274090968918,57.9911341740904
1055,1102.49636478894,57.9911341740904
1060,939.744168875631,57.9911341740904
1065,1074.43459132024,57.9911341740904
1070,897.472153113904,57.9911341740904
1075,936.577140889376,57.9911341740904
1080,848.950741043423,57.9911341740904
1085,958.786841572985,57.9911341740904
1090,970.093795405668,57.9911341740904
1095,902.896439432647,57.9911341740904
1100,838.57408214883,57.9911341740904
1105,697.300525558343,57.9911341740904
1110,829.086132505073,57.9911341740904
1115,777.543737377253,57.9911341740904
1120,840.491565308421,57.9911341740904
1125,669.095636787935,57.9911341740904
1130,730.998461185672,57.9911341740904
1135,631.859348824971,57.9911341740904
1140,727.908618368982,57.9911341740904
1145,681.999772027753,57.9911341740904
1150,624.974137184907,57.9911341740904
1155,661.958109693993,57.9911341740904
1160,646.575544370184,57.9911341740904
1165,673.109809664335,57.9911341740904
1170,609.892534483599,57.9911341740904
1175,513.083331255579,57.9911341740904
1180,565.702995370695,57.9911341740904
1185,509.145323134121,57.9911341740904
1190,537.823577033666,57.9911341740904
1195,375.851497474799,57.9911341740904
1200,588.101749639137,57.9911341740904
1205,539.560539720937,57.9911341740904
1210,452.465369007906,57.9911341740904
1215,482.831821749982,57.9911341740904
1220,375.635273618843,57.9911341740904
1225,469.213072474455,57.9911341740904
1230,415.189477544194,57.9911341740904
1235,439.875165739323,57.9911341740904
1240,448.573277527798,57.9911341740904
1245,520.191705937038,57.9911341740904
1250,483.049391301293,57.9911341740904
1255,555.123486071724,57.9911341740904
1260,599.882618349883,57.9911341740904
1265,635.779786004732,57.9911341740904
1270,504.684763410696,57.9911341740904
1275,575.198435733409,57.9911341740904
1280,549.742204832011,57.9911341740904
1285,662.532359629565,57.9911341740904
1290,585.678778011867,57.9911341740904
1295,651.161272092868,57.9911341740904
1300,636.591578874895,57.9911341740904
1305,595.058134286116,57.9911341740904
1310,680.305866611959,57.9911341740904
1315,699.031046406365,57.9911341740904
1320,750.65045641198,57.9911341740904
1325,740.252943133223,57.9911341740904
1330,606.978208064875,57.9911341740904
1335,635.885061458605,57.9911341740904
1340,711.24743489887,57.9911341740904
1345,745.919799747277,57.9911341740904
1350,836.267767816398,57.9911341740904
1355,649.523783759739,57.9911341740904
1360,716.595922658398,57.9911341740904
1365,816.47483292129,57.9911341740904
1370,828.917549161065,57.9911341740904
1375,770.551991086939,57.9911341740904
1380,815.034551192279,57.9911341740904
1385,851.084510175258,57.9911341740904
1390,850.33652851663,57.9911341740904
1395,740.31683303349,57.9911341740904
1400,925.638060793643,57.9911341740904
1405,879.367699177138,57.9911341740904
1410,805.789454381403,57.9911341740904
1415,851.203485109461,57.9911341740904
1420,860.160890414016,57.9911341740904
1425,920.755910793724,57.9911341740904
1430,889.496645300939,57.9911341740904
1435,808.849710650136,57.9911341740904
1440,923.264672261651,57.9911341740904
1445,882.520310543476,57.9911341740904
1450,866.898992372756,57.9911341740904
1455,870.865368889377,57.9911341740904
1460,782.805753311688,57.9911341740904
1465,756.330185204631,57.9911341740904
1470,836.017747501202,57.9911341740904
1475,767.209958176944,57.9911341740904
1480,825.654581491663,57.9911341740904
1485,727.067237419529,57.9911341740904
1490,652.168495944693,57.9911341740904
1495,629.822841011433,57.9911341740904
1500,779.966025478574,57.9911341740904
1505,563.11921153669,57.9911341740904
1510,719.067248238356,57.9911341740904
1515,667.842144261077,57.9911341740904
1520,597.915688239673,57.9911341740904
1525,593.448309063456,57.9911341740904
1530,605.587163772629,57.9911341740904
1535,625.853438236645,57.9911341740904
1540,626.728018284889,57.9911341740904
1545,497.060119387889,57.9911341740904
1550,547.789300325958,57.9911341740904
1555,538.593454626331,57.9911341740904
1560,510.470707552809,57.9911341740904
1565,541.500308049463,57.9911341740904
1570,506.202120734719,57.9911341740904
1575,415.990738230607,57.9911341740904
1580,386.86916305587,57.9911341740904
1585,616.66888609888,57.9911341740904
1590,387.835115184058,57.9911341740904
1595,382.217319592456,57.9911341740904
1600,437.649114260806,57.9911341740904
1605,438.115795506494,57.9911341740904
1610,327.313583814312,57.9911341740904
1615,448.120719844427,57.9911341740904
1620,440.345148771796,57.9911341740904
1625,415.351387794071,57.9911341740904
1630,329.93890155947,57.9911341740904
1635,401.346278271943,57.9911341740904
1640,386.756164519832,57.9911341740904
1645,435.362311248912,57.9911341740904
1650,479.991141890714,57.9911341740904
1655,392.168897020536,57.9911341740904
1660,278.944527971803,57.9911341740904
1665,446.21505028769,57.9911341740904
1670,469.175122703384,57.9911341740904
1675,450.929258440725,57.9911341740904
1680,432.134725000721,57.9911341740904
1685,488.19558206452,57.9911341740904
1690,445.602545820907,57.9911341740904
1695,481.518497824252,57.9911341740904
1700,480.10515246594,57.9911341740904
1705,483.396792968169,57.9911341740904
1710,463.938874390413,57.9911341740904
1715,516.368394073864,57.9911341740904
1720,396.901034918175,57.9911341740904
1725,498.421832554052,57.9911341740904
1730,502.069727138561,57.9911341740904
1735,476.797218659609,57.9911341740904
1740,509.644610920206,57.9911341740904
1745,517.534125942328,57.9911341740904
1750,527.004311852121,57.9911341740904
1755,600.98474030691,57.9911341740904
1760,496.517960158515,57.9911341740904
1765,628.374229716155,57.9911341740904
1770,491.847437990171,57.9911341740904
1775,514.87194510423,57.9911341740904
1780,516.420345612115,57.9911341740904
1785,526.807253195254,57.9911341740904
1790,567.45978803578,57.9911341740904
1795,685.714154586928,57.9911341740904
1800,582.099518562027,57.9911341740904
1805,667.938634848256,57.9911341740904
1810,603.437712222062,57.9911341740904
1815,541.067090575178,57.9911341740904
1820,644.027551924501,57.9911341740904
1825,571.00515269875,57.9911341740904
1830,572.786136343473,57.9911341740904
1835,595.419040682233,57.9911341740904
1840,587.550878677584,57.9911341740904
1845,578.550465480156,57.9911341740904
1850,611.893629274214,57.9911341740904
1855,573.303152118699,57.9911341740904
1860,608.634244262127,57.9911341740904
1865,561.542400670086,57.9911341740904
1870,660.509121746843,57.9911341740904
1875,561.497394757623,57.9911341740904
1880,622.856610450421,57.9911341740904
1885,546.57530629488,57.9911341740904
1890,693.308011323416,57.9911341740904
1895,696.659907065156,57.9911341740904
1900,524.745715067019,57.9911341740904
1905,620.122311751508,57.9911341740904
1910,706.127045211265,57.9911341740904
1915,657.661632898608,57.9911341740904
1920,778.368304211717,57.9911341740904
1925,686.340734958908,57.9911341740904
1930,680.373645849839,57.9911341740904
1935,650.748268997737,57.9911341740904
1940,611.219296893929,57.9911341740904
1945,649.644793417478,57.9911341740904
1950,675.26011846179,57.9911341740904
1955,634.003837661377,57.9911341740904
1960,723.66113238088,57.9911341740904
1965,627.071855264489,57.9911341740904
1970,698.425647950278,57.9911341740904
1975,593.529836016017,57.9911341740904
1980,662.79700052249,57.9911341740904
1985,627.790093562943,57.9911341740904
1990,726.406155169964,57.9911341740904
1995,677.147269316272,57.9911341740904
2000,701.97902040757,57.9911341740904
2005,710.414167473155,57.9911341740904
2010,673.797230221314,57.9911341740904
2015,665.97980001753,57.9911341740904
2020,620.625354296506,57.9911341740904
2025,655.472242493991,57.9911341740904
2030,737.855336923168,57.9911341740904
2035,697.775743431809,57.9911341740904
2040,683.820359175405,57.9911341740904
2045,651.064137150116,57.9911341740904
2050,668.413383200907,57.9911341740904
2055,669.107416916401,57.9911341740904
2060,676.145777056183,57.9911341740904
2065,642.46573128331,57.9911341740904
2070,661.293917924973,57.9911341740904
2075,579.299398975191,57.9911341740904
2080,699.416588549147,57.9911341740904
2085,571.258520914534,57.9911341740904
2090,696.101893484751,57.9911341740904
2095,662.522470177714,57.9911341740904
2100,578.372979345642,57.9911341740904
2105,652.665622772891,57.9911341740904
2110,492.860836886898,57.9911341740904
2115,662.211044782199,57.9911341740904
2120,609.812378907913,57.9911341740904
2125,620.383538381464,57.9911341740904
2130,534.919761573121,57.9911341740904
2135,748.229833990667,57.9911341740904
2140,526.601417757072,57.9911341740904
2145,609.393077866166,57.9911341740904
2150,504.111978148554,57.9911341740904
2155,698.549361487091,57.9911341740904
2160,645.299125333296,57.9911341740904
2165,545.935010018869,57.9911341740904
2170,540.280086766201,57.9911341740904
2175,605.898041629967,57.9911341740904
2180,572.771557612441,57.9911341740904
2185,614.193516928328,57.9911341740904
2190,438.492160723679,57.9911341740904
2195,584.218008189835,57.9911341740904
2200,650.227115079538,57.9911341740904
2205,476.406514621209,57.9911341740904
2210,656.748308290878,57.9911341740904
2215,527.241842193704,57.9911341740904
2220,503.613285814008,57.9911341740904
2225,633.424550190522,57.9911341740904
2230,550.775889126134,57.9911341740904
2235,522.643023922357,57.9911341740904
2240,647.81462554696,57.9911341740904
2245,498.103468724282,57.9911341740904
2250,566.405635371558,57.9911341740904
2255,581.339994130929,57.9911341740904
2260,603.78097438968,57.9911341740904
2265,580.614366280769,57.9911341740904
2270,510.702090462731,57.9911341740904
2275,623.773503744278,57.9911341740904
2280,575.856434986098,57.9911341740904
2285,570.653646349286,57.9911341740904
2290,657.346228391707,57.9911341740904
2295,451.235174147127,57.9911341740904
2300,564.075880065872,57.9911341740904
2305,586.097425849437,57.9911341740904
2310,399.2057850876,57.9911341740904
2315,617.55557922443,57.9911341740904
2320,546.933866203969,57.9911341740904
2325,547.495060629628,57.9911341740904
2330,476.130686520361,57.9911341740904
2335,539.6787416717,57.9911341740904
2340,591.491420859545,57.9911341740904
2345,490.887595434977,57.9911341740904
2350,456.432636105165,57.9911341740904
2355,568.271232709161,57.9911341740904
2360,481.541784031888,57.9911341740904
2365,493.189951008161,57.9911341740904
2370,553.882988007292,57.9911341740904
2375,496.715147476439,57.9911341740904
2380,536.66970718622,57.9911341740904
2385,488.606995769524,57.9911341740904
2390,409.078291693889,57.9911341740904
2395,482.2056159575,57.9911341740904
2400,479.617023544957,57.9911341740904
2405,494.018761471144,57.9911341740904
2410,491.542955511927,57.9911341740904
2415,572.761965907908,57.9911341740904
2420,446.546740706527,57.9911341740904
2425,532.244598513259,57.9911341740904
2430,434.26316421536,57.9911341740904
2435,589.922903124352,57.9911341740904
2440,410.16723768046,57.9911341740904
2445,447.601820386191,57.9911341740904
2450,417.201425061553,57.9911341740904
2455,432.051408481176,57.9911341740904
2460,612.136042392423,57.9911341740904
2465,559.702728732231,57.9911341740904
2470,523.543865933541,57.9911341740904
2475,571.858444772231,57.9911341740904
2480,545.287013186988,57.9911341740904
2485,532.196783939627,57.9911341740904
2490,527.895522258832,57.9911341740904
2495,467.638962099518,57.9911341740904
2500,552.801461096696,57.9911341740904
2505,516.066316293655,57.9911341740904
2510,354.954448829438,57.9911341740904
2515,436.166781495671,57.9911341740904
2520,473.433839858664,57.9911341740904
2525,532.926682013556,57.9911341740904
2530,381.648396651775,57.9911341740904
2535,445.252477302853,57.9911341740904
2540,418.754207130323,57.9911341740904
2545,502.869013594219,57.9911341740904
2550,565.258183579781,57.9911341740904
2555,554.715111347025,57.9911341740904
2560,446.835553912827,57.9911341740904
2565,448.823885960926,57.9911341740904
2570,445.593794101909,57.9911341740904
2575,434.330693744719,57.9911341740904
2580,569.012862607466,57.9911341740904
2585,433.505570779903,57.9911341740904
2590,463.979443664689,57.9911341740904
2595,406.593008721612,57.9911341740904
2600,389.143093257775,57.9911341740904
2605,468.980932167768,57.9911341740904
2610,447.404038886068,57.9911341740904
2615,545.124754815392,57.9911341740904
2620,500.996411637028,57.9911341740904
2625,497.696334379273,57.9911341740904
2630,463.710392202368,57.9911341740904
2635,478.390912384443,57.9911341740904
2640,437.373947095779,57.9911341740904
2645,437.237511493922,57.9911341740904
2650,394.911604162459,57.9911341740904
2655,342.347227566717,57.9911341740904
2660,346.813432581221,57.9911341740904
2665,361.2563177134,57.9911341740904
2670,390.482453203531,57.9911341740904
2675,326.303271041409,57.9911341740904
2680,235.710978192331,57.9911341740904
2685,302.736082943055,57.9911341740904
2690,406.141818571622,57.9911341740904
2695,320.933459770394,57.9911341740904
2700,282.17176561823,57.9911341740904
2705,394.290335146278,57.9911341740904
2710,280.059003093267,57.9911341740904
2715,332.644714200732,57.9911341740904
2720,269.90389364201,57.9911341740904
2725,254.704490104084,57.9911341740904
2730,278.709016961151,57.9911341740904
2735,236.514530669436,57.9911341740904
2740,439.491777970131,57.9911341740904
2745,290.865617023029,57.9911341740904
2750,208.206976548414,57.9911341740904
2755,188.671879534154,57.9911341740904
2760,289.324357640229,57.9911341740904
2765,203.043163665284,57.9911341740904
2770,293.577545956325,57.9911341740904
2775,179.189659438598,57.9911341740904
2780,165.735534627107,57.9911341740904
2785,245.111164979788,57.9911341740904
2790,231.421227949058,57.9911341740904
2795,243.407470104426,57.9911341740904
2800,272.74880854085,57.9911341740904
2805,126.732982524287,57.9911341740904
2810,289.171666743991,57.9911341740904
2815,201.65232139386,57.9911341740904
2820,203.06606262138,57.9911341740904
2825,302.033399267139,57.9911341740904
2830,231.246127248919,57.9911341740904
2835,359.481264077894,57.9911341740904
2840,213.773510074762,57.9911341740904
2845,325.017363411638,57.9911341740904
2850,350.888774301241,57.9911341740904
2855,323.102478309618,57.9911341740904
2860,309.049441941234,57.9911341740904
2865,322.268842684744,57.9911341740904
2870,329.810543238873,57.9911341740904
2875,326.294409541203,57.9911341740904
2880,350.228757904783,57.9911341740904
2885,406.388462203033,57.9911341740904
2890,391.788465579093,57.9911341740904
2895,433.467606537448,57.9911341740904
2900,428.685584226208,57.9911341740904
2905,553.995871135629,57.9911341740904
2910,541.571442194042,57.9911341740904
2915,556.562360977131,57.9911341740904
2920,525.852831663209,57.9911341740904
2925,488.148718180442,57.9911341740904
2930,602.795011470561,57.9911341740904
2935,530.263654983673,57.9911341740904
2940,569.627569634978,57.9911341740904
2945,641.60736019882,57.9911341740904
2950,684.794742046237,57.9911341740904
2955,739.902133188521,57.9911341740904
2960,578.718119312991,57.9911341740904
2965,677.792883202783,57.9911341740904
2970,601.733344004022,57.9911341740904
2975,773.662730278328,57.9911341740904
2980,682.109819368579,57.9911341740904
2985,682.806883221784,57.9911341740904
2990,741.310038426174,57.9911341740904
2995,751.800487691239,57.9911341740904
3000,848.877807373521,57.9911341740904
